Category	Term	Count	Percent	Fold	P-value	Bonferroni	FDR	miRNA
Disease	Hemoglobin Diseases	2	0.15384615	1.25983694	0.484	1	1	hsa-mir-223,hsa-mir-210
Disease	Leukemia, Lymphoblastic, Acute, B-Cell	2	0.15384615	1.25983694	0.484	1	1	hsa-mir-223,hsa-mir-221
Disease	Liver Failure	2	0.66666667	5.45929339	0.041	1	0.2647	hsa-mir-223,hsa-mir-130a
Disease	Lymphoma, Extranodal NK-T-Cell	1	0.33333333	2.7296467	0.3236	1	1	hsa-mir-223
Disease	Marek Disease	4	1	8.18894009	2.17e-4	0.1662	5.67e-3	hsa-mir-222,hsa-mir-223,hsa-mir-150,hsa-mir-221
Disease	Polycystic Kidney Disease	1	0.07142857	0.58492429	0.8397	1	1	hsa-mir-223
Disease	Preterm Labor	1	0.33333333	2.7296467	0.3236	1	1	hsa-mir-223
Disease	Testicular Germ Cell Tumor	2	0.2	1.63778802	0.35	1	1	hsa-mir-223,hsa-mir-142
Disease	Acquired Immunodeficiency Syndrome	2	0.4	3.27557604	0.1157	1	0.5679	hsa-mir-150,hsa-mir-146b
Disease	Acute Kidney Injury	3	0.17647059	1.44510708	0.3448	1	1	hsa-mir-216a,hsa-mir-146b,hsa-mir-217
Disease	Muscle Atrophy	3	0.17647059	1.44510708	0.3448	1	1	hsa-mir-335,hsa-mir-140,hsa-mir-146b
Disease	Thyroid Lymphoma	3	0.6	4.91336406	0.0149	1	0.1231	hsa-mir-222,hsa-mir-221,hsa-mir-146b
Disease	Cardiac Myxoma	1	0.33333333	2.7296467	0.3236	1	1	hsa-mir-217
Disease	Chronic Pancreatitis	1	0.25	2.04723502	0.4063	1	1	hsa-mir-217
Disease	Human Cytomegalovirus Infection	1	0.11111111	0.90988223	0.6912	1	1	hsa-mir-217
Disease	Alcoholic Hepatitis	1	0.1	0.81889401	0.7291	1	1	hsa-mir-130a
Disease	Carcinoma, Adrenocortical	5	0.16666667	1.36482335	0.3003	1	1	hsa-mir-203a,hsa-mir-203b,hsa-mir-335,hsa-mir-130a,hsa-mir-210
Disease	Chronic Alcohol-Induced Alveolar Macrophage Dysfunction	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-130a
Disease	Fatty Liver [unspecific]	1	0.25	2.04723502	0.4063	1	1	hsa-mir-130a
Disease	Maternal Obesity During Childbirth	3	0.2	1.63778802	0.2741	1	0.9421	hsa-mir-130a,hsa-mir-221,hsa-mir-150
Disease	Pancreatic Intraductal Papillary Mucinous Neoplasms	1	0.16666667	1.36482335	0.5428	1	1	hsa-mir-130a
Disease	Spinal Cord Injuries	2	0.15384615	1.25983694	0.484	1	1	hsa-mir-142,hsa-mir-130a
Disease	Carcinoma, Biliary Tract	1	0.14285714	1.16984858	0.5988	1	1	hsa-mir-140
Disease	Carcinoma, Tongue	1	0.25	2.04723502	0.4063	1	1	hsa-mir-140
Disease	Salivary Gland Neoplasms	1	0.11111111	0.90988223	0.6912	1	1	hsa-mir-140
Disease	Spinal Chordoma	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-140
Disease	Acute Pancreatitis	1	0.14285714	1.16984858	0.5988	1	1	hsa-mir-216a
Disease	Osteoporosis	2	0.22222222	1.81976446	0.3026	1	1	hsa-mir-216a,hsa-mir-150
Disease	Fever	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-142
Disease	Heart Transplant Rejection	1	0.33333333	2.7296467	0.3236	1	1	hsa-mir-142
Disease	Leukemia-Lymphoma, Precursor B-Cell Lymphoblastic	2	0.22222222	1.81976446	0.3026	1	1	hsa-mir-222,hsa-mir-142
Disease	Retinal Degeneration	1	0.11111111	0.90988223	0.6912	1	1	hsa-mir-142
Disease	Adenocarcinoma, Ampullary	2	1	8.18894009	0.0149	1	0.1427	hsa-mir-222,hsa-mir-221
Disease	Adenocarcinoma, Prostate	1	0.2	1.63778802	0.479	1	1	hsa-mir-221
Disease	Bladder Outlet Obstruction	1	0.07142857	0.58492429	0.8397	1	1	hsa-mir-221
Disease	Carotid Artery Diseases	2	0.66666667	5.45929339	0.041	1	0.2647	hsa-mir-222,hsa-mir-221
Disease	Central Nervous System Embryonal Tumor	2	0.4	3.27557604	0.1157	1	0.5679	hsa-mir-222,hsa-mir-221
Disease	Chronic Heart Failure	3	0.5	4.09447005	0.0271	1	0.1967	hsa-mir-150,hsa-mir-222,hsa-mir-221
Disease	Essential Thrombocythemia	3	0.5	4.09447005	0.0271	1	0.1967	hsa-mir-203a,hsa-mir-203b,hsa-mir-221
Disease	Hereditary Breast Carcinoma	1	0.33333333	2.7296467	0.3236	1	1	hsa-mir-221
Disease	Lymphoma, Primary Effusion	2	0.15384615	1.25983694	0.484	1	1	hsa-mir-222,hsa-mir-221
Disease	Multiple Sporadic Gastrointestinal Stromal Tumor	2	1	8.18894009	0.0149	1	0.1427	hsa-mir-222,hsa-mir-221
Disease	Pediatric Astrocytoma	1	0.2	1.63778802	0.479	1	1	hsa-mir-221
Disease	Sciatic Nerve Injury	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-222
Disease	Barrett's Esophagus	2	0.18181818	1.4888982	0.3964	1	1	hsa-mir-203a,hsa-mir-203b
Disease	Carcinoma, Merkel Cell	2	0.66666667	5.45929339	0.041	1	0.2647	hsa-mir-203b,hsa-mir-203a
Disease	Early-Stage Non-Small-Cell Lung Carcinoma	2	0.28571429	2.33969717	0.2067	1	0.8501	hsa-mir-210,hsa-mir-93
Disease	Laryngeal Neoplasms	1	0.33333333	2.7296467	0.3236	1	1	hsa-mir-93
Disease	Neuroendocrine Tumors	1	0.16666667	1.36482335	0.5428	1	1	hsa-mir-93
Disease	Muscular Dystrophy, Facioscapulohumeral	2	0.11111111	0.90988223	0.6654	1	1	hsa-mir-517a,hsa-mir-517b
Disease	Neutropenia	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-196b
Disease	Congenital Heart Diseases	2	0.09090909	0.7444491	0.7705	1	1	hsa-mir-518f,hsa-mir-518e
Disease	Hypercholesterolaemia	1	0.33333333	2.7296467	0.3236	1	1	hsa-mir-33a
Disease	Craniofacial Abnormalities	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-873
Disease	ACTH-Secreting Pituitary Adenoma	1	0.09090909	0.7444491	0.7624	1	1	hsa-mir-150
Disease	Cardiac Myocyte Injury	1	0.11111111	0.90988223	0.6912	1	1	hsa-mir-150
Disease	Early-Stage Lung Carcinoma	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-210
Disease	Hypoxic-Ischemic Encephalopathy	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-210
Disease	Ischemic Diseases [unspecific]	1	0.07692308	0.62991847	0.8172	1	1	hsa-mir-210
Disease	Lupus Vulgaris	1	0.16666667	1.36482335	0.5428	1	1	hsa-mir-210
Disease	Malignant Peripheral Nerve Sheath Tumor	1	0.33333333	2.7296467	0.3236	1	1	hsa-mir-210
Disease	Osteoporosis, Postmenopausal	1	0.33333333	2.7296467	0.3236	1	1	hsa-mir-210
Disease	Pheochromocytoma	1	0.25	2.04723502	0.4063	1	1	hsa-mir-210
Disease	Fetal Alcohol Syndrome	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-335
Disease	Myotonic Muscular Dystrophy	1	0.07142857	0.58492429	0.8397	1	1	hsa-mir-335
Disease	Peripheral Vascular Disease	1	0.07142857	0.58492429	0.8397	1	1	hsa-mir-335
Disease	Carcinoma, Urothelial	1	0.06666667	0.54592934	0.8594	1	1	hsa-mir-129-2
Disease	Soft Tissue Sarcoma	1	0.125	1.02361751	0.648	1	1	hsa-mir-765
Cell Specificity	chorionic_membrane_cells	20	0.32786885	2.68489839	1.46e-5	0.0112	6.66e-4	hsa-mir-1283-1,hsa-mir-1283-2,hsa-mir-130a,hsa-mir-512-2,hsa-mir-516a-1,hsa-mir-516a-2,hsa-mir-517a,hsa-mir-517b,hsa-mir-518b,hsa-mir-518c,hsa-mir-518e,hsa-mir-518f,hsa-mir-519a-1,hsa-mir-519a-2,hsa-mir-520a,hsa-mir-520g,hsa-mir-522,hsa-mir-525,hsa-mir-526b,hsa-mir-934
Cell Specificity	iPS_derived_from_Dermal_Fibroblast_(nuclear)	10	0.13157895	1.07749212	0.4523	1	1	hsa-mir-1270,hsa-mir-18a,hsa-mir-3664,hsa-mir-4665,hsa-mir-4677,hsa-mir-5001,hsa-mir-561,hsa-mir-6728,hsa-mir-6807,hsa-mir-942
Cell Specificity	CD19+_B_Cells	4	0.1025641	0.83989129	0.7206	1	1	hsa-mir-142,hsa-mir-548f-1,hsa-mir-5571,hsa-mir-577
Cell Specificity	Ciliary_Epithelial_Cells	4	0.16666667	1.36482335	0.3356	1	1	hsa-mir-130a,hsa-mir-17,hsa-mir-335,hsa-mir-891a
Cell Specificity	iPS_derived_from_Dermal_Fibroblast_(cytosolic)	4	0.16666667	1.36482335	0.3356	1	1	hsa-mir-17,hsa-mir-20a,hsa-mir-561,hsa-mir-93
Cell Specificity	Intestinal_epithelial_cells_(polarized)	2	0.1	0.81889401	0.7221	1	1	hsa-mir-452,hsa-mir-4658
Cell Specificity	Meningeal_Cells	1	0.11111111	0.90988223	0.6912	1	1	hsa-mir-452
Cell Specificity	Fibroblast_Pulmonary_Artery	8	0.13559322	1.11036476	0.4338	1	1	hsa-mir-1915,hsa-mir-2116,hsa-mir-224,hsa-mir-3620,hsa-mir-4745,hsa-mir-505,hsa-mir-580,hsa-mir-6797
Cell Specificity	H9_Embryonic_Stem_cells	19	0.22093023	1.80918444	5.85e-3	1	0.0707	hsa-mir-106a,hsa-mir-130b,hsa-mir-18b,hsa-mir-301b,hsa-mir-3170,hsa-mir-3691,hsa-mir-421,hsa-mir-4521,hsa-mir-4687,hsa-mir-4787,hsa-mir-4797,hsa-mir-505,hsa-mir-5699,hsa-mir-6793,hsa-mir-6875,hsa-mir-877,hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-93
Cell Specificity	spinal_cord	6	0.14285714	1.16984858	0.4079	1	1	hsa-mir-138-2,hsa-mir-219a-2,hsa-mir-3136,hsa-mir-3622a,hsa-mir-4780,hsa-mir-584
Cell Specificity	Gingival_epithelial_cells_(GEA14)	4	0.19047619	1.55979811	0.2488	1	0.8808	hsa-mir-221,hsa-mir-455,hsa-mir-5698,hsa-mir-584
Cell Specificity	amniotic_membrane_cells	7	0.15909091	1.30278592	0.2858	1	0.9749	hsa-mir-135b,hsa-mir-203a,hsa-mir-210,hsa-mir-24-2,hsa-mir-24-1,hsa-mir-545,hsa-mir-660
Cell Specificity	Gingival_epithelial_cells_(GEA15)	4	0.25	2.04723502	0.1211	1	0.5693	hsa-mir-135b,hsa-mir-3682,hsa-mir-3911,hsa-mir-548s
Cell Specificity	CD14+_Monocytes	9	0.18367347	1.50409104	0.1342	1	0.6241	hsa-mir-106b,hsa-mir-142,hsa-mir-19a,hsa-mir-19b-1,hsa-mir-19b-2,hsa-mir-223,hsa-mir-33a,hsa-mir-4632,hsa-mir-590
Cell Specificity	COBL-a_rinderpest(-C)_infection	3	0.23076923	1.88975541	0.2053	1	0.8543	hsa-mir-19a,hsa-mir-362,hsa-mir-532
Cell Specificity	mesenchymal_stem_cells_(adipose_derived)_adipogenic_induction_day12	1	0.08333333	0.68241167	0.7916	1	1	hsa-mir-224
Cell Specificity	Tracheal_Epithelial_Cells	2	0.22222222	1.81976446	0.3026	1	1	hsa-mir-138-1,hsa-mir-138-2
Cell Specificity	Hair_Follicle_Dermal_Papilla_Cells	1	0.16666667	1.36482335	0.5428	1	1	hsa-mir-455
Cell Specificity	SRhi10043.GTGGCC.4540+4541	12	0.32432432	2.65587246	9.21e-4	0.7052	0.0167	hsa-mir-1276,hsa-mir-1915,hsa-mir-197,hsa-mir-19b-1,hsa-mir-378c,hsa-mir-4745,hsa-mir-5001,hsa-mir-580,hsa-mir-6820,hsa-mir-7854,hsa-mir-877,hsa-mir-937
Cell Specificity	Keratinocyte_epidermal	3	0.3	2.45668203	0.1127	1	0.5608	hsa-mir-1255a,hsa-mir-20a,hsa-mir-7156
Cell Specificity	Anulus_Pulposus_Cell	3	0.09090909	0.7444491	0.7877	1	1	hsa-mir-1295a,hsa-mir-6720,hsa-mir-6783
Cell Specificity	Mesenchymal_Stem_Cells_hepatic	3	0.25	2.04723502	0.1726	1	0.7461	hsa-mir-210,hsa-mir-6720,hsa-mir-6875
Cell Specificity	Embryonic_Stem_cell_(nuclear)	12	0.12244898	1.00272736	0.5449	1	1	hsa-mir-1248,hsa-mir-19b-2,hsa-mir-3651,hsa-mir-3662,hsa-mir-3944,hsa-mir-4449,hsa-mir-4787,hsa-mir-5090,hsa-mir-527,hsa-mir-588,hsa-mir-6797,hsa-mir-7974
Cell Specificity	Mast_cell_stimulated	3	0.15789474	1.29299054	0.415	1	1	hsa-mir-188,hsa-mir-500b,hsa-mir-501
Cell Specificity	Prostate_Epithelial_Cells_(polarized)	7	0.23333333	1.91075269	0.0638	1	0.3491	hsa-mir-301b,hsa-mir-3664,hsa-mir-500a,hsa-mir-500b,hsa-mir-502,hsa-mir-559,hsa-mir-767
Cell Specificity	Prostate_Epithelial_Cells	2	0.15384615	1.25983694	0.484	1	1	hsa-mir-6499,hsa-mir-6510
Cell Specificity	Urothelial_Cells	4	0.16	1.31023041	0.365	1	1	hsa-mir-1293,hsa-mir-2116,hsa-mir-31,hsa-mir-6814
Cell Specificity	Bronchial_Epithelial_Cell	3	0.33333333	2.7296467	0.0864	1	0.4514	hsa-mir-31,hsa-mir-6844,hsa-mir-944
Cell Specificity	Neutrophils	6	0.12244898	1.00272736	0.5642	1	1	hsa-mir-197,hsa-mir-223,hsa-mir-4676,hsa-mir-548d-1,hsa-mir-548d-2,hsa-mir-551a
Cell Specificity	COBL-a_rinderpest_infection_24hr	1	0.08333333	0.68241167	0.7916	1	1	hsa-mir-942
Cell Specificity	Skeletal_muscle_cells_differentiated_into_Myotubes_multinucleated	1	0.08333333	0.68241167	0.7916	1	1	hsa-mir-188
Cell Specificity	Neural_stem_cells	7	0.17073171	1.39811172	0.2268	1	0.9098	hsa-mir-130b,hsa-mir-3145,hsa-mir-33a,hsa-mir-5002,hsa-mir-9-1,hsa-mir-9-2,hsa-mir-9-3
Cell Specificity	Placental_Epithelial_Cells	1	0.04347826	0.35604087	0.951	1	1	hsa-mir-502
Cell Specificity	Dendritic_Cells_monocyte_immature_derived	7	0.175	1.43306452	0.2082	1	0.8427	hsa-mir-2116,hsa-mir-378a,hsa-mir-378d-2,hsa-mir-378d-1,hsa-mir-4766,hsa-mir-511,hsa-mir-570
Cell Specificity	Astrocyte_cerebral_cortex	2	0.125	1.02361751	0.5997	1	1	hsa-mir-197,hsa-mir-3620
Cell Specificity	CD3+_T_Lymphocytes_(nuclear)	7	0.17948718	1.46980976	0.1901	1	0.7988	hsa-mir-106b,hsa-mir-155,hsa-mir-3136,hsa-mir-3667,hsa-mir-4434,hsa-mir-4453,hsa-mir-6731
Cell Specificity	Chondrocyte_re_diff	2	0.25	2.04723502	0.2545	1	0.8921	hsa-mir-140,hsa-mir-24-1
Cell Specificity	Melanocyte_light	3	0.12	0.98267281	0.6052	1	1	hsa-mir-146a,hsa-mir-509-1,hsa-mir-509-2
Cell Specificity	Amniotic_Epithelial_Cells	4	0.14814815	1.21317631	0.4235	1	1	hsa-mir-501,hsa-mir-532,hsa-mir-660,hsa-mir-6834
Cell Specificity	Fibroblast_Periodontal_Ligament	1	0.11111111	0.90988223	0.6912	1	1	hsa-mir-576
Cell Specificity	Embryonic_Stem_cell_(cytosolic)	3	0.10344828	0.84713173	0.7072	1	1	hsa-mir-1304,hsa-mir-4677,hsa-mir-548f-1
Cell Specificity	Smooth_Muscle_Cells_Esophageal	3	0.075	0.61417051	0.8845	1	1	hsa-mir-1304,hsa-mir-3140,hsa-mir-3942
Cell Specificity	COBL-a_rinderpest_infection_00hr	2	0.10526316	0.86199369	0.6948	1	1	hsa-mir-155,hsa-mir-4431
Cell Specificity	Mast_cell	2	0.06666667	0.54592934	0.898	1	1	hsa-mir-186,hsa-mir-5699
Cell Specificity	Natural_Killer_Cells	6	0.28571429	2.33969717	0.0345	1	0.2305	hsa-mir-106a,hsa-mir-186,hsa-mir-4772,hsa-mir-4999,hsa-mir-548j,hsa-mir-873
Cell Specificity	Saos-2_osteosarcoma_treated_with_ascorbic_acid_and_BGP_to_induce_calcification_00hr00min	6	0.4	3.27557604	5.97e-3	1	0.0712	hsa-mir-105-1,hsa-mir-105-2,hsa-mir-1269a,hsa-mir-500a,hsa-mir-548b,hsa-mir-767
Cell Specificity	CD3+_T_Lymphocytes_(cytosolic)	1	0.2	1.63778802	0.479	1	1	hsa-mir-146b
Cell Specificity	SRhi10043.GTGAAA.4080+4081	3	0.10344828	0.84713173	0.7072	1	1	hsa-mir-362,hsa-mir-4676,hsa-mir-4797
Cell Specificity	Nucleus_Pulposus_Cell	3	0.21428571	1.75477288	0.2393	1	0.8554	hsa-mir-4786,hsa-mir-579,hsa-mir-6783
Cell Specificity	Fibroblast_Gingival	1	0.11111111	0.90988223	0.6912	1	1	hsa-mir-579
Cell Specificity	Saos-2_osteosarcoma_treated_with_ascorbic_acid_and_BGP_to_induce_calcification_day04	3	0.21428571	1.75477288	0.2393	1	0.8554	hsa-mir-1468,hsa-mir-548ag-2,hsa-mir-548b
Cell Specificity	CD14+_monocyte_derived_endothelial_progenitor_cells	2	0.18181818	1.4888982	0.3964	1	1	hsa-mir-5690,hsa-mir-7702
Cell Specificity	Renal_Proximal_Tubular_Epithelial_Cell	3	0.25	2.04723502	0.1726	1	0.7461	hsa-mir-4766,hsa-mir-4999,hsa-mir-6510
Cell Specificity	Fibroblast_Choroid_Plexus	3	0.2	1.63778802	0.2741	1	0.9421	hsa-mir-3682,hsa-mir-6832,hsa-mir-6852
Cell Specificity	SRhi10043.GTCCGC.4538+4539	7	0.11864407	0.97156916	0.5946	1	1	hsa-mir-203b,hsa-mir-3680-1,hsa-mir-3922,hsa-mir-4788,hsa-mir-6850,hsa-mir-7112,hsa-mir-937
Cell Specificity	Keratocytes	1	0.14285714	1.16984858	0.5988	1	1	hsa-mir-7112
Cell Specificity	CD19+_B_Lymphocytes_(nuclear)	5	0.14285714	1.16984858	0.4282	1	1	hsa-mir-3934,hsa-mir-4449,hsa-mir-4491,hsa-mir-636,hsa-mir-6852
Cell Specificity	Corneal_Epithelial_Cells	4	0.2	1.63778802	0.221	1	0.8927	hsa-mir-1293,hsa-mir-3934,hsa-mir-559,hsa-mir-6834
Cell Specificity	pineal_gland	5	0.09615385	0.78739809	0.7811	1	1	hsa-mir-129-2,hsa-mir-129-1,hsa-mir-3200,hsa-mir-766,hsa-mir-885
Cell Specificity	Fibroblast_Conjunctival	1	0.08333333	0.68241167	0.7916	1	1	hsa-mir-570
Cell Specificity	Endothelial_Cells_Umbilical_vein	1	0.08333333	0.68241167	0.7916	1	1	hsa-mir-4665
Cell Specificity	CD8+_T_Cells	3	0.16666667	1.36482335	0.3801	1	1	hsa-mir-548j,hsa-mir-6731,hsa-mir-766
Cell Specificity	Endothelial_Cells_Thoracic	1	0.16666667	1.36482335	0.5428	1	1	hsa-mir-216a
Cell Specificity	Mesenchymal_Stem_Cells_adipose	1	0.07142857	0.58492429	0.8397	1	1	hsa-mir-3622a
Cell Specificity	Retinal_Pigment_Epithelial_Cells	8	0.23529412	1.92680943	0.0469	1	0.2741	hsa-mir-1226,hsa-mir-1468,hsa-mir-5002,hsa-mir-5582,hsa-mir-6728,hsa-mir-6747,hsa-mir-6793,hsa-mir-6815
Cell Specificity	Preadipocyte_subcutaneous	1	0.11111111	0.90988223	0.6912	1	1	hsa-mir-222
Cell Specificity	Mesenchymal_Stem_Cells_Vertebral	4	0.11764706	0.96340472	0.6118	1	1	hsa-mir-222,hsa-mir-4741,hsa-mir-6798,hsa-mir-6820
Cell Specificity	Renal_Epithelial_Cells	1	0.125	1.02361751	0.648	1	1	hsa-mir-3922
Cell Specificity	Trabecular_Meshwork_Cells	1	0.11111111	0.90988223	0.6912	1	1	hsa-mir-3680-1
Cell Specificity	Smooth_Muscle_Cells_Brachiocephalic	3	0.25	2.04723502	0.1726	1	0.7461	hsa-mir-18b,hsa-mir-219b,hsa-mir-937
Cell Specificity	Pancreatic_stromal_cells	1	0.04	0.3275576	0.9624	1	1	hsa-mir-196b
Cell Specificity	Renal_Mesangial_Cells	2	0.22222222	1.81976446	0.3026	1	1	hsa-mir-196b,hsa-mir-6832
Cell Specificity	Alveolar_Epithelial_Cells	1	0.2	1.63778802	0.479	1	1	hsa-mir-203b
Cell Specificity	Saos-2_osteosarcoma_treated_with_ascorbic_acid_and_BGP_to_induce_calcification_24hr	3	0.25	2.04723502	0.1726	1	0.7461	hsa-mir-548d-1,hsa-mir-548d-2,hsa-mir-873
Cell Specificity	Smooth_Muscle_Cells_Pulmonary_Artery	1	0.125	1.02361751	0.648	1	1	hsa-mir-545
Cell Specificity	SRhi10043.GTAGAG.4082+4083	4	0.14285714	1.16984858	0.4523	1	1	hsa-mir-3691,hsa-mir-6814,hsa-mir-6815,hsa-mir-765
Cell Specificity	Keratinocyte_oral	3	0.06818182	0.55833682	0.9201	1	1	hsa-mir-3170,hsa-mir-5092,hsa-mir-6747
Cell Specificity	Saos-2_osteosarcoma_treated_with_ascorbic_acid_and_BGP_to_induce_calcification_01hr00min	2	0.18181818	1.4888982	0.3964	1	1	hsa-mir-105-1,hsa-mir-105-2
Cell Specificity	pituitary_gland	1	0.02631579	0.21549842	0.9933	1	1	hsa-mir-129-1
Cell Specificity	CD4+_T_Cells	1	0.125	1.02361751	0.648	1	1	hsa-mir-150
Cell Specificity	Mesenchymal_Stem_Cells_Wharton's_Jelly	1	0.25	2.04723502	0.4063	1	1	hsa-mir-335
Cell Specificity	Smooth_Muscle_Cells_Prostate	1	0.1	0.81889401	0.7291	1	1	hsa-mir-6891
Cell Specificity	Prostate_Stromal_Cells	1	0.06666667	0.54592934	0.8594	1	1	hsa-mir-6891
Cell Specificity	Endothelial_Cells_Microvascular	3	0.1875	1.53542627	0.3094	1	1	hsa-mir-1226,hsa-mir-3145,hsa-mir-6807
Cell Specificity	Mammary_Epithelial_Cell	2	0.22222222	1.81976446	0.3026	1	1	hsa-mir-3618,hsa-mir-4454
Cell Specificity	Hepatic_Sinusoidal_Endothelial_Cells	1	0.05555556	0.45494112	0.9052	1	1	hsa-mir-4786
Cell Specificity	MCF7_breast_cancer_cell_line_response_to_HRG_01hr40min	1	0.11111111	0.90988223	0.6912	1	1	hsa-mir-561
Cell Specificity	Hepatocyte	1	0.07692308	0.62991847	0.8172	1	1	hsa-mir-1295b
Cell Specificity	Smooth_Muscle_Cells_Coronary_Artery	1	0.14285714	1.16984858	0.5988	1	1	hsa-mir-4645
Cell Specificity	Renal_Glomerular_Endothelial_Cells	2	0.14285714	1.16984858	0.5248	1	1	hsa-mir-3140,hsa-mir-4645
Cell Specificity	Small_Airway_Epithelial_Cells	2	0.13333333	1.09185868	0.5634	1	1	hsa-mir-5582,hsa-mir-6850
Cell Specificity	Peripheral_Blood_Mononuclear_Cells	1	0.14285714	1.16984858	0.5988	1	1	hsa-mir-4632
Cell Specificity	CD14+_monocytes_treated_with_BCG	1	0.08333333	0.68241167	0.7916	1	1	hsa-mir-3667
Cell Specificity	Fibroblast_Villous_Mesenchymal	1	0.125	1.02361751	0.648	1	1	hsa-mir-3117
Cell Specificity	Osteoblast_differentiated	1	0.25	2.04723502	0.4063	1	1	hsa-mir-3117
Cell Specificity	Mesenchymal_Stem_Cells_umbilical	1	0.11111111	0.90988223	0.6912	1	1	hsa-mir-4687
Cell Specificity	Skeletal_Muscle_Cells	1	0.11111111	0.90988223	0.6912	1	1	hsa-mir-548ao
Cell Specificity	Fibroblast_Lung	1	0.2	1.63778802	0.479	1	1	hsa-mir-548ao
Cell Specificity	Smooth_Muscle_Cells_Tracheal_Artery	1	0.125	1.02361751	0.648	1	1	hsa-mir-6798
Cell Specificity	MCF7_breast_cancer_cell_line_response_to_HRG_01hr00min	1	0.16666667	1.36482335	0.5428	1	1	hsa-mir-6744
Cell Specificity	MCF7_breast_cancer_cell_line_response_to_HRG_00hr45min	1	0.0625	0.51180876	0.8767	1	1	hsa-mir-6744
Transcription Factor	E2F1	13	0.5	4.09447005	2.31e-6	1.77e-3	1.64e-4	hsa-mir-20a,hsa-mir-106a,hsa-mir-18b,hsa-mir-106b,hsa-mir-224,hsa-mir-17,hsa-mir-92a-1,hsa-mir-18a,hsa-mir-223,hsa-mir-93,hsa-mir-19a,hsa-mir-452,hsa-mir-92a-2
Transcription Factor	ERS1	12	0.8	6.55115207	2.71e-9	2.08e-6	6.02e-7	hsa-mir-18b,hsa-mir-19b-1,hsa-mir-17,hsa-mir-222,hsa-mir-92a-1,hsa-mir-19b-2,hsa-mir-19a,hsa-mir-221,hsa-mir-92a-2,hsa-mir-20a,hsa-mir-18a,hsa-mir-106a
Transcription Factor	MYC	15	0.375	3.07085253	3.04e-5	0.0233	1.20e-3	hsa-mir-19b-1,hsa-mir-221,hsa-mir-9-1,hsa-mir-20a,hsa-mir-106a,hsa-mir-106b,hsa-mir-17,hsa-mir-92a-1,hsa-mir-19b-2,hsa-mir-18a,hsa-mir-9-3,hsa-mir-9-2,hsa-mir-93,hsa-mir-19a,hsa-mir-92a-2
Transcription Factor	MYCN	10	1	8.18894009	6.13e-10	4.69e-7	1.56e-7	hsa-mir-335,hsa-mir-421,hsa-mir-17,hsa-mir-92a-1,hsa-mir-19a,hsa-mir-221,hsa-mir-92a-2,hsa-mir-20a,hsa-mir-18a,hsa-mir-106a
Transcription Factor	NANOG	4	1	8.18894009	2.17e-4	0.1662	5.67e-3	hsa-mir-17,hsa-mir-20a,hsa-mir-18a,hsa-mir-19a
Transcription Factor	NKX2-5	4	1	8.18894009	2.17e-4	0.1662	5.67e-3	hsa-mir-17,hsa-mir-20a,hsa-mir-18a,hsa-mir-19a
Transcription Factor	SPI1	8	0.72727273	5.95559279	5.22e-6	4.00e-3	2.81e-4	hsa-mir-17,hsa-mir-146a,hsa-mir-92a-1,hsa-mir-19a,hsa-mir-92a-2,hsa-mir-155,hsa-mir-20a,hsa-mir-18a
Transcription Factor	STAT5	4	0.57142857	4.67939434	5.62e-3	1	0.0688	hsa-mir-17,hsa-mir-19a,hsa-mir-20a,hsa-mir-18a
Transcription Factor	TLX1	4	1	8.18894009	2.17e-4	0.1662	5.67e-3	hsa-mir-17,hsa-mir-20a,hsa-mir-18a,hsa-mir-19a
Transcription Factor	TLX3	4	1	8.18894009	2.17e-4	0.1662	5.67e-3	hsa-mir-17,hsa-mir-20a,hsa-mir-18a,hsa-mir-19a
Transcription Factor	CCND1	2	1	8.18894009	0.0149	1	0.1427	hsa-mir-17,hsa-mir-20a
Transcription Factor	NFKB1	7	0.26923077	2.20471464	0.0314	1	0.2116	hsa-mir-9-1,hsa-mir-224,hsa-mir-17,hsa-mir-146a,hsa-mir-9-3,hsa-mir-9-2,hsa-mir-155
Transcription Factor	TNF	3	1	8.18894009	1.80e-3	1	0.0293	hsa-mir-17,hsa-mir-9-1,hsa-mir-31
Transcription Factor	HIF1A	6	0.54545455	4.4666946	8.43e-4	0.6456	0.0159	hsa-mir-224,hsa-mir-9-2,hsa-mir-210,hsa-mir-9-3,hsa-mir-9-1,hsa-mir-452
Transcription Factor	SOX2	4	0.33333333	2.7296467	0.0485	1	0.2814	hsa-mir-137,hsa-mir-135b,hsa-mir-942,hsa-mir-766
Transcription Factor	STAT3	1	0.2	1.63778802	0.479	1	1	hsa-mir-135b
Transcription Factor	PTEN	1	0.11111111	0.90988223	0.6912	1	1	hsa-mir-19a
Transcription Factor	SP1	2	0.2	1.63778802	0.35	1	1	hsa-mir-19a,hsa-mir-106a
